rank,name,price,sales7,gmv7,sales_total,gmv_total,commission,listed_days,shop,category,rating,reviews,source,price_score,growth_score,commission_score,competition_score,lifecycle_score,shop_score,market_heat,viability,potential,markers
464,"18G Stainless Steel Nose Ring, 8mm Horseshoe Hoop with 3mm Cubic Zirconia, Threaded Nose Piercing for Women, Ball Holder Included - Casual Everyday Wear, Womens Gifts, Threaded Fit, Female, Ball Holder Accessory, Free Auxiliary Tool Ball Holder",,1517.0,1.51,8753.0,8.47,12.0,,MULKUL Fashion,身体饰品,,,products_sales_us.csv,60.0,45.6,60.0,20.0,60.0,60.0,49.9,52.0,49.7,
173,"Punk Rhinestone Vintage Fashion Glasses for Men Women, Metal Hinge Eyeglasses, Boho Decorative Lens Eyeglasses",2.57,2832.0,7765.89,1.83,5.55,8.0,,APAIRCIRCLE MALL,太阳镜,,,products_sales_us.csv,60.0,55.2,40.0,20.0,60.0,60.0,56.7,47.0,49.6,
179,"Nestoniyun Unisex Beer Lover Trucker Hat - Cotton-Polyester Trucker Style Snapback, Adjustable Mesh Dad Hat, Funny Gifts Accessories for Enthusiasts, Ideal for Parties, Barbecues, Snapback Trucker",,2807.0,2.87,2823.0,2.89,10.0,,Hat Time Machine-US,帽子,,,products_sales_us.csv,60.0,50.3,50.0,20.0,60.0,60.0,53.2,49.5,49.6,
235,"2pcs Women's New Fashion Belt, C-Shaped Alloy Buckle Design, Casual Thin Waistband, Skinny Belts, Casual Trendy Waistband, Suitable for Jeans, Suits, Dresses, Versatile Fashion Belt",3.3,2404.0,8615.46,1.17,7.49,8.0,,TOPMAGA,皮带,,,products_sales_us.csv,60.0,55.2,40.0,20.0,60.0,60.0,56.7,47.0,49.6,
288,"PANEWAY 16 Inch Curly Wavy Hair Topper for Women – Lightweight Clip-In Hair Topper, Natural Scalp Appearance, Seamless Coverage, Instant Volume for Thinning Hair",,2138.0,9.54,1.38,64.29,9.0,,Paneway,化纤接发&发片,,,products_sales_us.csv,60.0,52.7,45.0,20.0,60.0,60.0,54.9,48.2,49.6,
367,Full Shine Clip In Hair Extensions Real Human Hair 7 Pcs Natural Straight 10-28 Inch 100-220 Grams Easy Application for Women Hairpiece Silky Straight Remy Hair #sohochic #TikTokShopBackToSchool,,1801.0,6.82,4.15,258.74,11.0,,FullShineHair,真人发接发&发片,,,products_sales_us.csv,60.0,48.0,55.0,20.0,60.0,60.0,51.6,50.8,49.6,
477,"Holylegend 14K Real Gold-Plated Royal Monaco Cuban Necklace,Hypoallergenic Gold Plated Cuban Link Chain, Italian Jewelry for Men & Women, Gift for Fashion Lovers,Father's Day Gift",,1493.0,4.73,7221.0,24.4,12.0,,Holylegend Jewelry USA,项链,,,products_sales_us.csv,60.0,45.5,60.0,20.0,60.0,60.0,49.8,52.0,49.6,
81,"100pcs Ultimate Hair Tie Set, Super Elastic Ponytail Holders, Soft Rubber Hair Bands, Fun Fashion Accessories for Women, Perfect Gift, Fashionable Hair Accessories, Elastic Hair Ties",1.83,4050.0,7832.8,8852.0,1.76,8.0,,NanliAccessory,头绳,,,products_sales_us.csv,60.0,54.8,40.0,20.0,60.0,60.0,56.4,47.0,49.5,
68,"QVR 1Pcs Latch Hook Tool, Latch Hook Crochet Needle for Micro Braids, Hair Extension, Feather and Carpet",35.0,4416.0,16.99,3.12,98.63,3.0,,qvr hair,真人发接发&发片,,,products_sales_us.csv,70.0,60.6,15.0,20.0,60.0,60.0,60.4,44.2,49.4,
196,"Pancert Dainty Floral Choker Necklace, Gold-Plated with Sparkling CZ Charms, Trendy Feminine Accessories for Women, Ideal Womens Gifts, Trendy Charms Necklace, Sparkling Cz Necklace",,2647.0,4.18,6204.0,9.7,10.0,,pancert,项链,,,products_sales_us.csv,60.0,49.7,50.0,20.0,60.0,60.0,52.8,49.5,49.4,
332,YoungSee Nano Beads Hair Extensions Human Hair Silky Hair Extensions for Women Nano Link to Change Your Look #Summerwins #Dealforyourdays #SummerVibes Natural Looking Hair Summer braids half wig summer hair style glueless wig,,1935.0,6.09,6795.0,21.42,11.0,,YoungSee Hair,真人发接发&发片,,,products_sales_us.csv,60.0,47.1,55.0,20.0,60.0,60.0,51.0,50.8,49.4,
334,"Unisex Breathable Skull Cap - Bold Paisley Look, Biking Ready, Adjustable Tie-Back, Cool Helmet Liner, Gym Heat Control, Gym Sweatband Use, 2 Sizes (21.5""-23.5""/55-60cm,24.5""-25.5""/62-65cm), Hand Washable, Outdoor Headwear, Mens Hats, Adults' Accessories",,1921.0,2.24,5689.0,6.65,11.0,,Forugift,帽子,,,products_sales_us.csv,60.0,47.0,55.0,20.0,60.0,60.0,50.9,50.8,49.4,
427,JASGOOD Women Leather Belt for Jeans Pants Fashion Ladies Skinny Faux Leather Belt with Gold Buckle,,1626.0,2.74,1.37,26.26,10.0,,JASGOOD,皮带,,,products_sales_us.csv,60.0,49.7,50.0,20.0,60.0,60.0,52.8,49.5,49.4,
481,"Classic Style Reading Glasses for Men and Women, Lightweight Metal Frame, Ideal for Reading and Craft Work",12.89,1486.0,1.52,1488.0,1.52,1.0,,hat house shop,镜框与镜片,,,products_sales_us.csv,100.0,45.4,5.0,20.0,60.0,60.0,49.8,52.2,49.4,价格战红海
77,"Bling Hair Gifts 2 Pcs Wig Cap For Lace Front Wig, Invisible Stocking Caps Sheer Wig Cap, Transparent Wig Cap For Women",29.9,4164.0,13.65,7975.0,26.24,5.0,,Bling Hair Wigs Shop,发带发箍,,,products_sales_us.csv,70.0,55.3,25.0,20.0,60.0,60.0,56.7,46.8,49.3,
93,"Women's Non-Slip small banana hair clip Set of 4,minibanana clip， stylish hair clip，secure hold，Vintage Oval Leopard Print, Amber and, Secure Ponytail Holders, Boho Style, All Seasons",2.11,3887.0,1.14,9719.0,3.14,8.0,,A3 hair tie,发夹发簪,,,products_sales_us.csv,60.0,54.2,40.0,20.0,60.0,60.0,56.0,47.0,49.3,
97,"4 Pairs Multicolor Fashion Trendy Casual PC Frame Sunglasses, Dual Bridge Pilot Square Eyewear, Retro Hong Kong Style, Ideal for Daily Commute, Street Photography, Vacation Photoshoots and Dates",2.6,3810.0,1.5,7005.0,2.56,8.0,,ClearLen,太阳镜,,,products_sales_us.csv,60.0,54.0,40.0,20.0,60.0,60.0,55.8,47.0,49.2,
311,LaaVoo Micro Ring Hair Extensions Real Human Hair 14-28inch Micro Bead Hair Extensions 57 Grams Summer Outfit,,2035.0,6.16,3.94,119.95,10.0,,LaaVoohair,真人发接发&发片,,,products_sales_us.csv,60.0,49.1,50.0,20.0,60.0,60.0,52.3,49.5,49.2,
439,[Iridescent] Clip in Hair Extensions 24/20 Inch 4 PCS Synthetic Natural & Soft Hair & Blends Well Hair Extensions Long Wavy Hairpieces,,1590.0,3.56,1.55,32.44,10.0,,Iridescent,化纤接发&发片,,,products_sales_us.csv,60.0,49.0,50.0,20.0,60.0,60.0,52.3,49.5,49.2,
220,Amanda Hair Wig Cap For Lace Frontal Closure Wigs Soft Thin & Breathable Invisible Elastic Wig Cap 03 Haircare Heatless,39.99,2495.0,11.05,1.43,34.5,5.0,,amandahair,真人发接发&发片,,,products_sales_us.csv,70.0,54.6,25.0,20.0,60.0,60.0,56.2,46.8,49.1,
226,"Rotatable Anxiety Ring with Cz Gemstone, Unisex Stress Relief Fidget Toy, Perfect Wedding Promise Gift, Men and Women Jewelry",1.1,2472.0,4890.37,1.66,3.82,8.0,,Artisane Rings,戒指,,,products_sales_us.csv,60.0,53.7,40.0,20.0,60.0,60.0,55.6,47.0,49.1,
333,"17KM Gold Bracelets Jewelry for Women, Waterproof Beaded Strand Bead Ball Bracelet Stack, Adjustable Bracelet for Gifts, summerwins",,1931.0,2.78,3.95,54.02,10.0,,17KM,手环与手链,,,products_sales_us.csv,60.0,48.6,50.0,20.0,60.0,60.0,52.0,49.5,49.1,
221,Amanda Hair Wig Cap For Lace Frontal Closure Wigs Breathable Invisible Elastic Wig Cap 02 Soft Thin,25.8,2493.0,7.32,1.62,22.17,5.0,,amandahair,真人发接发&发片,,,products_sales_us.csv,70.0,53.9,25.0,20.0,60.0,60.0,55.8,46.8,48.9,
268,UNC Premium Trucker Snapback Hat,,2205.0,7.58,7267.0,26.11,10.0,,The Mad Hatter Company,帽子,,,products_sales_us.csv,60.0,48.1,50.0,20.0,60.0,60.0,51.7,49.5,48.9,
287,2pcs Titanium 18G/20G Horseshoe Nose Ring 7.5mm Inner Diameter Body Piercing Zircon 3mm Barbell Jewelry with Free Gem Picker Tool | Caution: Avoid Overtightening; Pre-Tighten with Provided Tool then Complete Tightening by Hand,,2139.0,2.98,9334.0,12.79,10.0,,Neeyer Beauty USA,身体饰品,,,products_sales_us.csv,60.0,47.8,50.0,20.0,60.0,60.0,51.5,49.5,48.9,
101,"Bling Hair Gifts BEAKEY Makeup Sponge, Latex-Free Beauty Sponge for Blending, Makeup Sponges for Foundation Liquid Cream and Powder.",29.9,3678.0,11.93,6795.0,22.3,5.0,,Bling Hair Wigs Shop,发带发箍,,,products_sales_us.csv,70.0,53.5,25.0,20.0,60.0,60.0,55.4,46.8,48.8,
306,"2 Pcs Adjust Satin Hair Scrunchies for Women Girls, Adjustable Hair Ties Soft Than Silk for 4c Girlie Thick Curly Natural Hair, Easy to Use Hair Accessories for Afro Puff Loc Ponytails (black)",,2057.0,2.63,5751.0,6.96,10.0,,Yuehuan Store,头绳,,,products_sales_us.csv,60.0,47.5,50.0,20.0,60.0,60.0,51.3,49.5,48.8,
465,"【Men Gifts】Cross Necklace for Men, Silver Tone/Gold Plated Mens Cross Necklaces with 3.5mm Cuban Chain 16-26 Inch",,1515.0,1.15,2.1,20.98,10.0,,Bijou B1iss,项链,,,products_sales_us.csv,60.0,47.8,50.0,20.0,60.0,60.0,51.5,49.5,48.8,
105,"Women's Thick Seamless Cotton Hair Ties - 1PCS Random Color, High Stretching, No Damage Elastic Hair Accessory, Fashionable Hairband, Scrunchie, Stretchy Tie Band for Daily Ponytail Use",30.9,3565.0,12.42,6667.0,23.43,5.0,,WIG QUEEN,头绳,,,products_sales_us.csv,70.0,53.1,25.0,20.0,60.0,60.0,55.1,46.8,48.7,
121,"Women's Multicolor Sports Headbands, Workout Headbands, Leopard Print Elastic Sweat Absorbent Hair Bands, Suitable for Yoga Running Skincare Fashion Accessories",,3374.0,6963.34,8287.0,1.8,8.0,,Shenzhen Songlin,头绳,,,products_sales_us.csv,60.0,52.4,40.0,20.0,60.0,60.0,54.7,47.0,48.7,
129,"Summer 2025 Simple Polarized Shades Sunglasses For Everyday Use, Summer Geometric Frame Double Beam Fashion Stylish Sunglasses, Travel Accessories, Trendy Casual Sunglasses, Polarizing Sunglasses, Fashionable Frames Sunglasses, National Day Offers",3.6,3278.0,1.84,34.67,293.46,8.0,,JWH GLASSES,太阳镜,,,products_sales_us.csv,60.0,52.3,40.0,20.0,60.0,60.0,54.6,47.0,48.7,
317,"Elegant Shell Letter Initial Necklace Pendant with Artificial Crystal Beaded Chain, Stylish Stainless Steel Jewelry Gift, Fashion Accessory for All Seasons, Initial Pendant Necklaces",,2012.0,3787.8,1.28,3.24,8.0,,yumfeel,项链,,,products_sales_us.csv,60.0,52.3,40.0,20.0,60.0,60.0,54.6,47.0,48.7,
326,"GANIA delicate 26-letter gold pendant with star decorations, an elegant lady's necklace, the ideal choice for Valentine's Day gifts",,1974.0,2.78,8201.0,11.35,10.0,,GANIA,项链,,,products_sales_us.csv,60.0,47.2,50.0,20.0,60.0,60.0,51.1,49.5,48.7,
335,"KissYan Initial Letter Pendant Necklace for Men Womens, 14K Gold Plated Square Capital Monogram Necklace Alhpabets from A-Z Figaro Chain Necklace Gifts TikTokShopBackToSchool",,1913.0,3.64,13.49,175.18,10.0,,KissYanOfficial,项链,,,products_sales_us.csv,60.0,47.5,50.0,20.0,60.0,60.0,51.2,49.5,48.7,
43,[KooKaStyle] Clip in Long Wavy Synthetic Hair Extension 24 Inch Pearl Blonde 4PCS Thick Hairpieces Fiber Double Weft Hair for Women 613,,5218.0,9.32,7697.0,14.76,5.0,,kookastyle hair extensions,化纤接发&发片,,,products_sales_us.csv,60.0,59.1,25.0,20.0,60.0,60.0,59.4,43.2,48.5,
137,"Women's Elegant Butterfly & Heart Design Hoop Earrings, Fashionable Exquisite Hoop Earrings, Trendy All-match Jewelry as Gift for Daily & Party Decor, Heart Shaped Earrings, Versatile Earrings, Fashionable Jewelry Accessories, Earring Set",,3189.0,2.52,5946.0,6.35,8.0,,Wang Shuo Fashion Jewelry,耳环,,,products_sales_us.csv,60.0,51.7,40.0,20.0,60.0,60.0,54.2,47.0,48.5,
346,"SOJOS Retro Trendy Oval Polarized Sunglasses for Women Men, 90s Vintage Circle Round Sunnies",,1865.0,3.63,6529.0,14.1,10.0,,SOJOS,太阳镜,,,products_sales_us.csv,60.0,46.8,50.0,20.0,60.0,60.0,50.8,49.5,48.5,
365,"GANIA Gold-Plated Iris Flower Cross Necklace – Electroplated Finish (Brass Base), Christian Symbol Pendant, Unisex Gift for Daily Wear",,1810.0,2.76,3282.0,5.05,10.0,,GANIA,项链,,,products_sales_us.csv,60.0,46.6,50.0,20.0,60.0,60.0,50.6,49.5,48.5,
372,"Moomoo Women's 2 Piece Kaftan Set, Oversized Bohemian Rose Floral Print Satin Maxi Dress with Scarf for Party & Beach Vacation, Fashion Apparel, Women's Fashion, 2 Piece Sets, Clothes For Women",,1782.0,2.36,8070.0,10.34,10.0,,Laruda-oula,围巾&围脖,,,products_sales_us.csv,60.0,46.5,50.0,20.0,60.0,60.0,50.6,49.5,48.5,
128,"Women's 10PCS 2in Metal Hairpins Kit - All-Seasons, Fade-Resistant Black Finish, Secure-Hold Bobby Pins for All Hair Types, Daily Use & Hairdressing Salons, 2 Inches",31.9,3279.0,11.92,6910.0,25.35,5.0,,WIG QUEEN,发夹发簪,,,products_sales_us.csv,70.0,52.0,25.0,20.0,60.0,60.0,54.4,46.8,48.4,
339,"Women's Solid Color Straw Beach Hat, Casual Outdoor Sun Protection Cap for Women & Girls, Fashion Accessories for Daily Wear, Breathable Head Cover",4.5,1897.0,1.42,1.37,9.7,8.0,,Chic Chic Scarves,帽子,,,products_sales_us.csv,60.0,51.3,40.0,20.0,60.0,60.0,53.9,47.0,48.4,
385,YADOCA Hypoallergenic Stud Earrings for Women Men Silver Earrings for Sensitive Ears - 6/8/10mm Cubic Zirconia Earrings Studs-Gold Plated Simulated Diamond CZ Halo Earrings 2/4Pairs Flat Pierced Jewelry accessories,,1756.0,2.63,7678.0,10.95,10.0,,YADOCA JEWELRY,耳环,,,products_sales_us.csv,60.0,46.4,50.0,20.0,60.0,60.0,50.5,49.5,48.4,
491,YoungSee Micro Loop Hair Extensions Human Hair micro ring pre bonded Soft and Silky Hair Extensions for Women Micro Ring Extension Human Hair 100% Real Human Hair Summer braids half wig summer hair style glueless wig#summerwins #DealsForYouDays,,1459.0,2.95,1.28,29.4,9.0,,YoungSee Hair,真人发接发&发片,,,products_sales_us.csv,60.0,48.9,45.0,20.0,60.0,60.0,52.2,48.2,48.4,
151,"5-Piece Waterproof Titanium Steel Bracelet Set, Rhinestone Star Design, Plated, Versatile Style, Unisex Jewelry, Stackable Bracelets",,3017.0,4.82,7778.0,11.63,8.0,,RinhooJewelry,手环与手链,,,products_sales_us.csv,60.0,51.1,40.0,20.0,60.0,60.0,53.7,47.0,48.3,
153,"Leopard Print Satin Sleep Cap with Cute Bow and Bear Ears, Soft Velvet Hair Hat for Nighttime Hair Protection, Smooth and Healthy Hair Overnight",,3001.0,2.39,3160.0,2.56,8.0,,YOYO CAP,帽子,,,products_sales_us.csv,60.0,51.0,40.0,20.0,60.0,60.0,53.7,47.0,48.3,
275,"Fashionable Round Shaped Hoop Earrings, Circle Shape Earrings, Rounded Hoop Earrings, Stylish Jewelry, Fashion Jewelry for Party, Daily Clothing Decor, Trendy All-match & Exquisite Jewelry for Birthday Gift",1.1,2195.0,3065.45,2.35,5.63,8.0,,JSY Custom,耳环,,,products_sales_us.csv,60.0,51.0,40.0,20.0,60.0,60.0,53.7,47.0,48.3,
426,Stretchy Scrunchie Lanyard for ID Badges – Cute Neck Lanyard for Keys | Retractable Keychain Holder for Women,4.0,1628.0,7937.36,7457.0,3.48,10.0,,OBOEY Deals,钥匙扣,,,products_sales_us.csv,60.0,46.0,50.0,20.0,60.0,60.0,50.2,49.5,48.3,
187,"Simple Style Plain Color Skull Beanie for Men & Women, Casual Sportive Breathable Stretchy Beanie Hat for Outdoor Sports for Men & Women, Fitted Hats, Head Cover",,2718.0,5115.09,12.44,133.69,8.0,,JOYOYO Beauty,帽子,,,products_sales_us.csv,60.0,50.6,40.0,20.0,60.0,60.0,53.4,47.0,48.2,
218,"Solid Color Hair Bands (4 Piece), Elastic Headbands, Sports Headbands, Workout Hairband, Gym Headband, Casual Sporty Hair Bands for Women & Girls, Hair Accessories for Party and Daily Outfits",,2506.0,5767.1,5.3,15.81,8.0,,Xuan Ying jewelry,头绳,,,products_sales_us.csv,60.0,50.7,40.0,20.0,60.0,60.0,53.5,47.0,48.2,
293,"Polka Dot Pattern Hair Band, Casual Simple Hair Accessories for Women & Girls, Minimalist Headwear Suitable for Thick Hair, Headband, Hairband",2.78,2117.0,9003.65,2.24,11.86,8.0,,YourBeautyAccs,发带发箍,,,products_sales_us.csv,60.0,50.7,40.0,20.0,60.0,60.0,53.5,47.0,48.2,
297,Pizazz 1 Piece Silk Satin Hair Ties Ponytail Holder,56.99,2103.0,11.98,7258.0,43.53,14.5,,Pizazz Hair Shop,头绳,,,products_sales_us.csv,40.0,47.7,72.5,20.0,60.0,60.0,51.4,48.1,48.2,
453,"KROAFA Money Bracelet featuring green Dongling jade stone, green quartz, and tiger’s eye—a lucky bracelet symbolizing wealth, locking in good fortune, prosperity, and growth. Blue beaded friendship jewelry protective bracelet, an encouragement gift.",,1548.0,1.48,9025.0,7.74,10.0,,KROAFA,手环与手链,,,products_sales_us.csv,60.0,45.7,50.0,20.0,60.0,60.0,50.0,49.5,48.2,
466,DIFF Cameron Oversized Polarized Navigator Sunglasses for Men and Women,,1515.0,11.42,6116.0,45.97,10.0,,DIFF EYEWEAR,太阳镜,,,products_sales_us.csv,60.0,45.5,50.0,20.0,60.0,60.0,49.9,49.5,48.2,
115,WENNALIFE Clip in Hair Extensions Real Human Hair 7pcs 120g-150g 14 Inch to 24 Inch Jet Black to Platinum Blonde Balayage Ombre #tiktokshopbacktoschool #sohochic,,3446.0,17.08,2.06,99.81,5.0,,WENNALIFE,真人发接发&发片,,,products_sales_us.csv,60.0,57.9,25.0,20.0,60.0,60.0,58.5,43.2,48.1,
252,[Hot] Ishow 30 inches Brazilian Body Wave Virgin Hair Bundles 100% Raw Human Hair Straight Hair Bundles for Sew in Quick Weave Hair Extensions Natural Black Color,,2311.0,4.97,1.03,21.11,6.0,,Ishow Hair,真人发接发&发片,,,products_sales_us.csv,60.0,55.5,30.0,20.0,60.0,60.0,56.8,44.5,48.1,
419,Women And men Fake Piercing Nose Ring Gold Stainless Steel D-Type Simple American Style Personalized Letters Hip-Hop Street Style Non Perforated Accessories Body Jewelry Fake Nose Studs Faux Nose Ring Fake Nose Piercings Body Jewellery,,1647.0,2508.39,1.17,2.22,8.0,,Modern Adornments.global,身体饰品,,,products_sales_us.csv,60.0,50.4,40.0,20.0,60.0,60.0,53.3,47.0,48.1,
458,"Stainless Steel 18k Plated Y-Shape Necklace, Heart Pendant Pearl Chain, Fashion Elegant Versatile Jewelry for Daily Wear, Heart Shaped Pendant, Pendant Necklaces",1.1,1538.0,2680.76,1.01,2.81,8.0,,Gem Tech,项链,,,products_sales_us.csv,60.0,50.4,40.0,20.0,60.0,60.0,53.3,47.0,48.1,
486,Cephemer Wispy Bangs Clip in Hair Extensions Lightweight Air Bangs Synthetic Fiber Hairpieces for Women Easy to Wear All Day Comfort for Daily Party,,1468.0,1.69,9453.0,10.28,10.0,,Cephermer,化纤接发&发片,,,products_sales_us.csv,60.0,45.4,50.0,20.0,60.0,60.0,49.8,49.5,48.1,
488,"18k Gold Constellation Necklace & Pendant - Gold Necklace for Women & Men, Tarnish & Water Resistant, Birthday Gifts for Women & Menwelry",,1464.0,8349.93,2049.0,1.27,10.0,,VOLDNE,项链,,,products_sales_us.csv,60.0,45.4,50.0,20.0,60.0,60.0,49.8,49.5,48.1,
489,"Moomoo Women's 2 Piece Sets, Bohemian Peacock & Plants Satin Cape Robe with Scarf, Plus Size Friendly Maxi Cover Up for Resort, Hand Wash, Bathing Suit, Beach Wear, Bathing Suit Cover, Silky, Bikini Coverup, Moo Moo For Women, Stylish Women's Wear",,1461.0,1.57,3879.0,4.37,10.0,,Laruda-oula,围巾&围脖,,,products_sales_us.csv,60.0,45.4,50.0,20.0,60.0,60.0,49.7,49.5,48.1,
497,Vintage Japanese Streetwear Snapback Cap | Retro Hip-Hop Duckbill Hat for Men | Breathable Quick-Dry Polyester | Lightweight Non-Stretch Baseball Cap | Urban Fashion Accessory,,1453.0,2.03,9049.0,12.1,10.0,,Yunxin store,帽子,,,products_sales_us.csv,60.0,45.3,50.0,20.0,60.0,60.0,49.7,49.5,48.1,
257,"New 2026 Highlight Ombre Ramiss Burmese Curly Honey Blonde 4/27 Crochet Human Hair Pre-Separated 50g/Pack Time-Saving, 40 Strands/Pack Mircale Knots Hot braids,4-5 Packs for Full Head Protective Styles Reusable Feather Crochet #SummerWins #DealsForYouDays",37.3,2269.0,9.21,5039.0,20.5,6.0,,Ramiss Hair,真人发接发&发片,,,products_sales_us.csv,70.0,48.3,30.0,20.0,60.0,60.0,51.8,48.0,48.0,
301,"6 Pairs Retro Small Frame Classic Sunglasses for Men and Women, Vintage Trendy Sunglasses, Casual Sunglasses, Stylish Travel Sunglasses for Everyday, Versatile UV Protection Glasses",3.6,2087.0,7836.64,2.93,23.44,8.0,,ClearLen,太阳镜,,,products_sales_us.csv,60.0,49.9,40.0,20.0,60.0,60.0,52.9,47.0,48.0,
329,[Lowest Price Ever]Crochet Human Hair For Knotless Feather Human Hair For Boho Braids 4 to 5Pcs Recommend Multiple Curly & Wave Texture Protective Hairstyles For Black Women #SummerVibes,38.8,1941.0,9.05,6106.0,30.26,6.5,,Ishow Hair,真人发接发&发片,,,products_sales_us.csv,70.0,47.1,32.5,20.0,60.0,60.0,51.0,48.6,48.0,
342,"GOO GOO Invisi Edge Tape in Hair Extensions Remy Human Hair, 14inch-24inch 20pcs 50g, Straight Natural Virgin Remy Hair, Seamless Injected Tape, Natural Look summer hairstyles #tiktokshopbacktoschool #sohochic",,1880.0,9.91,1.81,102.99,8.0,,GOO GOO,真人发接发&发片,,,products_sales_us.csv,60.0,50.1,40.0,20.0,60.0,60.0,53.1,47.0,48.0,
71,"[KooKaStyle] Clip-In Synthetic Hair Extensions Long Wavy 4PCS Thick Hairpieces, 220g Double Weft Extensions for Women, 24 Inch Black Natural Blend",,4319.0,9.91,11.18,235.15,5.0,,kookastyle hair extensions,化纤接发&发片,,,products_sales_us.csv,60.0,57.0,25.0,20.0,60.0,60.0,57.9,43.2,47.9,
165,AISI HAIR 4PCS 16 inch Clip-in Curly Hair Extensions Natural Lace Weft Tangle-Free Fiber Secure Fit for Women's Everyday & Special Occasion Use Wavy Synthetic Hair Soft Synthetic Hair,25.2,2881.0,7.8,4941.0,13.75,5.0,,AISI HAIR BEAUTY,化纤接发&发片,,,products_sales_us.csv,70.0,50.6,25.0,20.0,60.0,60.0,53.4,46.8,47.9,
341,"Women's Stainless Steel Necklace with Zirconia Cross Crown Initial Pendant, Casual Fashion Lip Chain Jewelry for All Seasons, Letter Necklaces, Cross Design Necklace",2.23,1892.0,4879.58,2.06,7.37,8.0,,XinQiBai8 Jewelry,项链,,,products_sales_us.csv,60.0,49.8,40.0,20.0,60.0,60.0,52.9,47.0,47.9,
181,"1PCS Mini Wide-Tooth Hair Comb, Portable Pocket-Sized Black Haircare Tool for Travel, Combs for Hair Heatless Grooming Accessory, Hair Combs",30.0,2781.0,10.07,6994.0,24.2,5.0,,WIG QUEEN,发夹发簪,,,products_sales_us.csv,70.0,50.2,25.0,20.0,60.0,60.0,53.1,46.8,47.8,
401,"Elegant Leopard Print Shawl Set With Scarf, Casual Loose-Fit Scarf for Women, Sun Protection Beach Accessory, All-Season Fashion, Fashion Shawl Wrap",,1701.0,2.37,1.67,24.59,8.0,,IROJEFF,围巾&围脖,,,products_sales_us.csv,60.0,49.4,40.0,20.0,60.0,60.0,52.6,47.0,47.8,
228,"Vintage-Style Faux Pearl Necklace with Rhinestone Cross Pendant, Men's Hip Hop Punk Jewelry, Bling Faux Pearl Chain Necklace, Trendy Necklace, Necklace Gift",1.4,2450.0,3579.1,9522.0,2.58,8.0,,Ysabtst,项链,,,products_sales_us.csv,60.0,49.0,40.0,20.0,60.0,60.0,52.3,47.0,47.7,
322,"2024 Summer Rhinestone Decorated Trendy Bangle, Elegant Fashion Accessories for Women & Men Daily Wear, Minimalist Aesthetic Jewelry Gift, Copper Bangles, Copper Metal Bracelet, Exquisite Trendy Bracelet, Copper Bracelets",,1987.0,2578.82,3.92,15.62,8.0,,Cando Jewelry,手环与手链,,,products_sales_us.csv,60.0,48.9,40.0,20.0,60.0,60.0,52.2,47.0,47.7,
239,Ishow Bone Straight Hair Bundles/Body Wave Human Hair Bundles P4 27 Highlight Hair Bundles 30Inch Quick Weave Extensions 4*4/2*6Lace Closure With Human Hair 95-100G/Bundle #SummerWins #DealsForYouDays,,2392.0,5.22,1.02,23.7,5.0,,Ishow Hair,真人发接发&发片,,,products_sales_us.csv,60.0,56.1,25.0,20.0,60.0,60.0,57.3,43.2,47.6,
244,"Vintage Resin Amber Acrylic Bangles Set, High-Quality Texture Bracelets, Fashionable Multifunctional Jewelry for Women, Daily Wear Accessories, 4 Pieces",,2339.0,6232.29,8566.0,3.05,8.0,,SY-exquisite,手环与手链,,,products_sales_us.csv,60.0,48.6,40.0,20.0,60.0,60.0,52.0,47.0,47.6,
331,"Women's Solid Color Scarf, Casual Soft Comfortable Knit Shawl for Daily Wear, Fashion Accessories for Women & Girls",,1936.0,2.21,3.69,49.51,8.0,,IROJEFF Shop,围巾&围脖,,,products_sales_us.csv,60.0,48.7,40.0,20.0,60.0,60.0,52.1,47.0,47.6,
363,"New 2026 Ramiss Mircale Knots Crochet Human Hair Loose Deep Pre-Separated 50g / Bundle Time-Saving, 40 Strands, Hot Boho Braids Knotless Feather Crocher Human Hair 4-5 Bundles Recommended for a Full Head",37.3,1818.0,7.73,6329.0,27.14,6.0,,Ramiss Hair,真人发接发&发片,,,products_sales_us.csv,70.0,46.7,30.0,20.0,60.0,60.0,50.7,48.0,47.5,
373,Classic Simple 18K Gold Plated Wedding Band Engagement Wedding Ring,1.38,1781.0,3092.09,3.01,5.94,8.0,,DAILIJY JEWELRY,戒指,,,products_sales_us.csv,60.0,48.4,40.0,20.0,60.0,60.0,51.9,47.0,47.5,
421,"Unisex Square Frame Blue Light Filter Glasses - Black & White Colorblock Lightweight Durable Plastic Fashion Frames Accessories, Anti-Eye Strain Gift for Women, Lightweight Durable Glasses, Bluelight Blocking,summer outifit,travel essentials",,1637.0,2.81,2.25,40.51,8.0,,Cozennn,镜框与镜片,,,products_sales_us.csv,60.0,48.3,40.0,20.0,60.0,60.0,51.8,47.0,47.5,
106,AISI HAIR Long Straight Clip In Hair Extensions Synthetic Hair Extensions 20 Inch 4PCS Thick Hairpieces for Women,,3553.0,7.12,4.24,105.27,5.0,,AISI HAIR BEAUTY,化纤接发&发片,,,products_sales_us.csv,60.0,55.6,25.0,20.0,60.0,60.0,56.9,43.2,47.4,
