rank,name,price,sales7,gmv7,sales_total,gmv_total,commission,listed_days,shop,category,rating,reviews,sales_growth,source
394,"KissYan Gold Ankle Bracelets for Women, 9"" or 11"" 14K Gold-Plated Anklets Chunky Cuban Link Chain Summer Beach Foot Jewelry Gifts & Jewelry for Christmas Gifts 9"" or 11"" Adjustable Extension Chain Mothers Day Gift Ideas TikTokShopBackToSchool",14.4,1721.0,29200.0,25800.0,429700.0,10.0,,KissYanOfficial,脚链,,,6.04,products_sales_us.csv
395,"Titanium 20G/18G Horseshoe Nose Ring(Free Ball Holder) Internally Threaded Gems,Earring Daith Cartilage Helix,Piercing Jewelry",,1717.0,18900.0,35900.0,521100.0,8.0,,Kutlan Body Jewelry,身体饰品,,,13.41,products_sales_us.csv
396,[Special Deal] Frodio Veralux™ Blend Human Hair Shaggy Waves 3-in-1 Half Wig #summervibes,,1716.0,85600.0,8838.0,485100.0,5.0,,FRODIO,真人发前蕾丝头套,,,55.86,products_sales_us.csv
397,Cycling Mask Filter Sheet Dustproof And Warm Face Mask Protective Lens Detachable,12.99,1711.0,23100.0,2598.0,34900.0,8.0,,OLLAS,口罩与配件,,,93.55,products_sales_us.csv
398,ShowReal 036 Pixie Short Pixie Cut Wigs Short Straight Brazilian Human Hair Wigs With Bangs Ready To Go Natural Black Color Full Machine Made Wig 4 Inch Size,,1709.0,57600.0,9031.0,273300.0,5.0,,ShowReal Hair Store,真人发全机制头套,,,-26.15,products_sales_us.csv
399,"Non-Piercing Fake Eyebrow & Lip Labret Studs Set, Silver Color, 3/4/5mm Sizes, 100pcs Adhesives Included, Spike Design, Body Piercing Jewelry, Labret Studs Replacement",1.94,1705.0,4007.51,6818.0,20600.0,8.0,,Diamday Jewelry,身体饰品,,,-6.37,products_sales_us.csv
400,[Lowest Price Ever] Deep Curly Pre-Separated Feather Crochet 100% Human Hair Extensions For Miracle Knots Boho Braids 4 to 5 Bundles Recommended #DealsForYouDays,,1702.0,74900.0,6518.0,292900.0,3.5,,Glulaze Hair,真人发接发&发片,,,17.38,products_sales_us.csv
401,"Elegant Leopard Print Shawl Set With Scarf, Casual Loose-Fit Scarf for Women, Sun Protection Beach Accessory, All-Season Fashion, Fashion Shawl Wrap",,1701.0,23700.0,16700.0,245900.0,8.0,,IROJEFF,围巾&围脖,,,180.69,products_sales_us.csv
402,"CATERSIDE Men's Classic Square Sunglasses, Vintage Punk Style with Tinted Lenses, UV400 Sun Protective Fashion Accessories, Classic Sunglasses, Sun Protective Sunglasses",,1692.0,38100.0,3398.0,75100.0,8.0,,CATERSIDE VISION Store,太阳镜,,,118.32,products_sales_us.csv
403,"Mini Makeup Bag with Partitions & Zipper, Portable Cosmetic Organizer for Lipstick & Essentials, Ideal for Airplane Travel & Daily Use, Fashion Accessory for Adults, Women's Gifts, Gifts for Women, Womens Gifts",9.0,1684.0,23400.0,2556.0,34300.0,13.0,,Embercraft,服饰配件套装,,,1094.33,products_sales_us.csv
404,"Don't Let The Hard Days Win Inspire Bracelet - Stainless Steel & 18k Gold Plated Braided Design with Engraved Message - Adjustable Up to 10""",7.75,1683.0,16300.0,66200.0,606400.0,8.0,,Love U Gift,手环与手链,,,101.08,products_sales_us.csv
405,"Women's Hairbands Set, Non Slip Headbands, Plastic Headband, Anti-Slip Wave Design, Retro Style Headband for Makeup & Skincare, Chic Headbands, Fashionable Hair Accessories",,1680.0,2807.42,7505.0,15000.0,8.0,,Shenzhen Songlin,发带发箍,,,-17.85,products_sales_us.csv
406,"Cross Necklace for Men, Layered Mens Cross Necklaces Stainless Steel Cross Pendant Cuban Link Rope Chain",,1680.0,29600.0,9556.0,158200.0,12.5,,Bijou B1iss,首饰套装,,,79.3,products_sales_us.csv
407,"Middle Finger FAFO Keychain Aluminum Alloy - Compact, Stylish, 3D Double-Sided Mirror Design, UV Protective Coating, Practical Fashion Accessory for Shopping Use",10.99,1679.0,19900.0,1786.0,21200.0,10.0,,Meme-Azon,钥匙扣,,,1469.16,products_sales_us.csv
408,"ZHESHY Dainty Flower Necklace 14K Gold Plated Flower Collarbone Chain Women's Cute Simulated Diamond Necklace Personalized Fashion Gold Jewelry Gifts for Teen Girls, Mothers and Girlfriends",,1678.0,19100.0,4125.0,45000.0,15.0,,ZHESHY,项链,,,44.78,products_sales_us.csv
409,[Lowest Price Ever] New In P4/27 Highlight Burmese Curly Feather Crochet Human Hair for Miracle Knots/Boho Braids Pre-Separated 50g/Pack Time-Saving Wear #SummerWins #DealsForYouDays,,1672.0,82300.0,2280.0,110100.0,3.5,,Glulaze Hair,真人发接发&发片,,,636.56,products_sales_us.csv
410,"Men's Luminous Simple Quartz Business Watch - Stainless Steel Band, Gold Accents, Blue Dial with Date & Day Indicator, Men's Accessories, Thoughtful Birthday Gift for Boyfriend, Gifts For Boyfriend, Birthday Gifts For Bf",17.0,1667.0,31200.0,3883.0,68500.0,8.0,,Horizon Chrono,男表,,,18.56,products_sales_us.csv
412,Decorative Iris Keychain Charm (#C09) Stylish Keychain By Iris & Rainbow,5.0,1660.0,12100.0,48300.0,247000.0,16.0,,IRIS & RAINBOW,钥匙扣,,,7.37,products_sales_us.csv
413,"Vintage Literary Personalized Flat Lens Glasses, Trendy Large Frame Unisex Blue Light Blocking Eyewear, All Season Casual Style, Fashion Accessory Eyewear, Square Frames, Protective Glasses, Fashion Glasses",2.49,1659.0,3729.81,7118.0,27900.0,8.0,,Zanobia,镜框与镜片,,,31.35,products_sales_us.csv
414,[3 In 1 Half Wig] Kinky Curly Half Wig Human Hair Beginners Friendly 180% Density Machine Made Burmese Curly Half Wig and V Part Wigs For Women Natural Color,,1655.0,98400.0,7513.0,372100.0,1.0,,BABOSHOW,真人发全机制头套,,,59.59,products_sales_us.csv
415,Full Shine Seamless Clip In Human Hair Extension Straight Hair 120g 8 Pcs Easy to Apply Natural Straight Remy glueless Hairpiece #sohochic #TikTokShopBackToSchool,,1654.0,78000.0,20400.0,1446400.0,11.0,,FullShineHair,真人发接发&发片,,,52.3,products_sales_us.csv
416,Rainbow-Daily New Arrivals |Acrylic Bead Mix for DIY Craft Beadable Pen Bracelets Phone Charms Necklaces Versatile Use,,1653.0,45700.0,1993.0,56200.0,15.5,,RainbowDIYbead,手环与手链,,,386.18,products_sales_us.csv
417,"Tewiky Easter Gifts Upgraded Crown Cross Necklace for Women, Crown Cross Pendant Necklace, Non-Tarnish Faith Jewelry for Women, Christian Religious Gifts for Her",,1651.0,18900.0,149600.0,1956900.0,12.0,,Tewiky,项链,,,-7.25,products_sales_us.csv
418,"3-in-1 Multifunctional Retractable Pull Reel Carabiner Keychain with Strong Steel Wire Rope Buckle, Outdoor Sport Tool for Men's Accessories, Tools and Gadgets, Mens Gifts",9.5,1650.0,19700.0,10800.0,107600.0,14.0,,KIS77,钥匙扣,,,-26.47,products_sales_us.csv
419,Women And men Fake Piercing Nose Ring Gold Stainless Steel D-Type Simple American Style Personalized Letters Hip-Hop Street Style Non Perforated Accessories Body Jewelry Fake Nose Studs Faux Nose Ring Fake Nose Piercings Body Jewellery,,1647.0,2508.39,11700.0,22200.0,8.0,,Modern Adornments.global,身体饰品,,,-8.09,products_sales_us.csv
420,"Tewiky 14K Gold Bracelet Waterproof, Stackable Jewelry Set Non-Fading, Stylish and Delicate Bracelet Stackable Fashion Accessory, Gift for Women",15.99,1644.0,26200.0,2559.0,40900.0,,,Tewiky official,首饰套装,,,,products_sales_us.csv
421,"Unisex Square Frame Blue Light Filter Glasses - Black & White Colorblock Lightweight Durable Plastic Fashion Frames Accessories, Anti-Eye Strain Gift for Women, Lightweight Durable Glasses, Bluelight Blocking,summer outifit,travel essentials",,1637.0,28100.0,22500.0,405100.0,8.0,,Cozennn,镜框与镜片,,,17.35,products_sales_us.csv
422,"Unisex Vintage Sunglasses Brow Bar Frame, Casual Trendy Half Rim Glasses, Metal Plastic Frame, All Seasons Wear, Decorative Lenses, Fashion Eyeglasses",5.82,1634.0,24200.0,110600.0,757700.0,8.0,,HyJex EYEWEAR,镜框与镜片,,,15.4,products_sales_us.csv
423,GOOGOO Hair Extensions Seamless Clip in Human Hair Extensions Natural Straight Hair summer hairstyles #tiktokshopbacktoschool #sohochic,,1633.0,57100.0,35600.0,2354600.0,5.0,,GOO GOO,真人发接发&发片,,,6.59,products_sales_us.csv
424,OQ HAIR Highlight 4/27 Burmese Curly Crochet Human Hair With Miracle Knots Boho Braids Time-Saving Wear #SohoChic #TikTokShopBackToSchool,,1632.0,111000.0,3979.0,282000.0,3.0,,OQ HAIR SHOP,真人发全机制头套,,,95.68,products_sales_us.csv
425,[Cheapest] Mamushow Feather Crochet Human Hair Bundles for Miracle Knots Human Hair Burmese Curly Pre-Separated 50g/Pack Reusable Invisible 100% Virgin Human Hair Crochet Extensions Natural Black #TikTokShopBackToSchool#SohoChic,48.0,1628.0,86200.0,16700.0,1529500.0,1.0,,Mamushow Hair Fashion,真人发接发&发片,,,8.39,products_sales_us.csv
426,Stretchy Scrunchie Lanyard for ID Badges – Cute Neck Lanyard for Keys | Retractable Keychain Holder for Women,4.0,1628.0,7937.36,7457.0,34800.0,10.0,,OBOEY Deals,钥匙扣,,,3030.77,products_sales_us.csv
427,JASGOOD Women Leather Belt for Jeans Pants Fashion Ladies Skinny Faux Leather Belt with Gold Buckle,,1626.0,27400.0,13700.0,262600.0,10.0,,JASGOOD,皮带,,,31.66,products_sales_us.csv
428,"Hip Hop Twist Chain Necklace & Rhinestone Cross Pendant Necklace for Daily Decoration, Stainless Steel Jewelry for Men & Women, Classic Jewelry for Gift",,1623.0,6140.31,92600.0,490100.0,8.0,,ZIDOM Hiphop Store,项链,,,29.01,products_sales_us.csv
429,"Women's Reversible Sleep Hat, Double Layer Bonnet for Sleeping & Makeup, Pink Color Reversible Extended Length Sleep Bonnet, Sleeping Cap, Hair Cap for Sleep",,1617.0,2906.31,30400.0,78400.0,8.0,,DeeJey Hair Accessories,帽子,,,233.4,products_sales_us.csv
430,"Unisex New Summer Sunglasses, Trendy Street Style UV Protection Shades, Fashionable Retro Sunglasses for Men & Women",4.24,1614.0,12000.0,4399.0,26700.0,8.0,,YI SHENG SUNGLASSES,太阳镜,,,-1.1,products_sales_us.csv
431,LIVE REVEAL EARRING- Comment to Claim Each Earring,22.9,1614.0,39900.0,16500.0,384800.0,18.5,,Blue Bay Clay,耳环,,,34.84,products_sales_us.csv
432,"Women's Layered Design Cubic Zirconia Hand Chain & Bracelet Set, Perfect for Parties & Festivals, Sparkling Jewelry Accessories, Fashionable Jewelry Set, Costume Jewelry Sets, Trendy Jewelry Set",1.5,1608.0,3700.82,2301.0,4888.98,8.0,,XUYU Jewelry,手环与手链,,,212.23,products_sales_us.csv
433,"2 Pairs 14K Gold Plated Twisted Round Hoop Earrings, Minimalist Lightweight Copper Jewelry for Women & Men, Trendy Comfortable Hoops for Daily Wear, Wedding Party Summer Occasions and Birthday Gift",8.7,1606.0,16800.0,4131.0,44300.0,14.0,,DDBD shop,首饰套装,,,2717.54,products_sales_us.csv
434,"Classic Gold-Tone Promise Ring for Women, Princess Cut Matching 2 Piece Sets, Stacking Band Jewelry for Womens Gifts, Gold Jewelry, Rings For Women, Gold Rings, Matching Promise Rings",9.49,1600.0,15400.0,4786.0,40800.0,10.02,,xb Jewelry,戒指,,,-28.98,products_sales_us.csv
435,"【Mother's Day Gift】Mother Daughter Keychain for 3,Mother Big Sister Little Sister Keychain for 3, Sweet Meaningful Gift for Mom for Mother's Day, Birthday, Christmas or Just Because",9.99,1597.0,17400.0,2279.0,24000.0,8.0,,Love U Gift,钥匙扣,,,1177.6,products_sales_us.csv
436,TEWIKY Gold Virgin Mary Necklace with Cross Dainty Y Chain Faith Jewelry Gift For Women Elegant Design Long Versatile Use For Easter,12.6,1595.0,21700.0,8371.0,110800.0,12.0,,Tewiky,项链,,,114.96,products_sales_us.csv
437,"Leopard Print Cherry Charm Bracelet, Star Girl Cross Bracelet, Lucky Number 777 Bracelet, Cherry Tooth Bracelet, Pool Ball 7 Bracelet, Fashion Bracelet",,1595.0,13300.0,3365.0,26000.0,8.0,,pandacharms,手环与手链,,,36.68,products_sales_us.csv
438,"Novelty Multifunction Hair Hoop, Fashionable Hair Accessories for Women, Minimalist Headwear for Daily Use, Headbands Women, Plastic Headbands",2.7,1594.0,4272.55,27400.0,74000.0,8.0,,Myb-jewelry,发带发箍,,,88.19,products_sales_us.csv
439,[Iridescent] Clip in Hair Extensions 24/20 Inch 4 PCS Synthetic Natural & Soft Hair & Blends Well Hair Extensions Long Wavy Hairpieces,,1590.0,35600.0,15500.0,324400.0,10.0,,Iridescent,化纤接发&发片,,,-11.62,products_sales_us.csv
440,"Natural Messy Bun Hair for Women, Synthetic Loose Wave Bun Hair is Hair Extensions Ponytail with Elastic Drawstring, Gorgeous Bun Perfect for Beginners Daily Wear &Party Use. (8 Inch)",7.99,1589.0,13200.0,2696.0,21200.0,8.0,,GKtineke Hair,化纤接发&发片,,,79.55,products_sales_us.csv
441,CORIIANA Curly Short Bob Glueless Wigs Human Hair Ready To Wear Deep Wave Human Hair Wig Wet An Wavy 6x4 HD Lace Closure Wigs For Black Women Pre Plucked Beginner Friendly 180%,,1580.0,97500.0,24100.0,1416100.0,5.0,,CORIIANA BEAUTY,真人发发块头套,,,-20.44,products_sales_us.csv
442,Karlami Hair Burmese Curly Bundles with Spriral End 3c4a Quick Weave Pixie Curly Bundles Human Hair 14-30inch Loose Deep Wave 100% Virgin Body Wave Bundles Sew in Extension Straight Bundles with 5x5 Closure Human Hair Bundles for Women Natural Black,37.0,1579.0,73200.0,12500.0,545000.0,1.0,,Karlami Hair Vendor,真人发接发&发片,,,10.5,products_sales_us.csv
443,"2026 Women's Vintage Square Oversized Sunglasses - Retro Framework, PC-Plastic Large Statement Frames, Full Protection, Vintage Charm for Travel, Beach Wear, Statement Frame Glasses, Enhanced Coverage, One Size, Full-Frame",10.29,1577.0,18200.0,8565.0,98700.0,12.0,,VGO SHOP,太阳镜,,,-68.5,products_sales_us.csv
444,"Simple Minimalist Square Frame Eyeglasses Plastic Eyewear for Women & Men, Square Frames Eyeglasses, Summer Outfits 2024 Eyeglasses for Work, Daily Clothing Decor, Student Daily Use",2.97,1573.0,9941.72,90700.0,218200.0,8.0,,SOLOSE,镜框与镜片,,,4.45,products_sales_us.csv
445,"14K Laminated Heart Necklace for Women, 2mm Gold Chain, Elegant Heart Pendant, Gift for Mom & Her",,1562.0,24000.0,3126.0,46700.0,16.5,,BRILLO ETERNO,项链,,,532.39,products_sales_us.csv
446,Men's Wallet RFID Slim Smart Wallet Card Holder with AirTag Holder Leather Carbon Fiber Minimalist Pop Up Wallet 9-14 Card Capacity ID Window Cash Slot for Everyday Carry Front Pocket Travel Gift for Men,12.5,1561.0,23500.0,11600.0,183600.0,6.0,,Chic Odyssey,首饰套装,,,550.42,products_sales_us.csv
447,"2025 Trendy Self-Adhesive Stud Stickers – Faux Piercing for Ears, Nose, Lips & Brows!",,1560.0,13900.0,9245.0,72800.0,12.0,,xoriginal,身体饰品,,,71.05,products_sales_us.csv
448,"Yaki Curly V Part Wig 26 Inch, Synthetic Half Wig Glueless U Part, Flip Curls, Natural, for Women, Daily Party Use, Natural Looking Wig, Glueless Wavy Wig",24.0,1559.0,29300.0,2523.0,44800.0,8.0,,LADY MIRANDA,化纤全机制头套,,,149.84,products_sales_us.csv
449,"Frameless Glasses with Blue Light Blocking - HD Clear Lenses & Sparkling Diamond-Cut Edges, Fashion Metal Temples for Women Men, Computer Gaming Readers, Daily Street Style Eyewear",,1558.0,20300.0,9790.0,128600.0,15.0,,StarH,镜框与镜片,,,-31.4,products_sales_us.csv
450,"Unisex Vintage Square Frame Sunglasses, Trendy Casual Sunglasses for Travel Use, Fashion Accessories for Outdoor Activities, Trendy Streetwear Sunglasses, Stylish Sunglasses, Square Framed Sunglasses, Fashionable Sunglasses, Trendy Styling Sunglasses",1.48,1553.0,2443.59,24500.0,77900.0,8.0,,Shining Land,太阳镜,,,-10.64,products_sales_us.csv
451,"New 2026 Ramiss Body Wave Crochet Human Hair Pre-Separated 50g/Pack Time-Saving, 40 Strands/Pack Mircale Knots Hot braids,4-5 Packs for Full Head Protective Styles Light Weight No Tension Reusable Feather Crochet Extension",,1550.0,63300.0,3433.0,138100.0,6.0,,Ramiss Hair,真人发接发&发片,,,95.46,products_sales_us.csv
452,Karlami Burmese Curly Human Hair Bundles with Twist Out Ends Unprocessed Brazilian Virgin Hair Spiral Curls Human Hair Quick Weave Extensions Natural Black,,1549.0,41800.0,11700.0,328100.0,1.0,,Karlami Hair Vendor,真人发接发&发片,,,-72.12,products_sales_us.csv
453,"KROAFA Money Bracelet featuring green Dongling jade stone, green quartz, and tiger’s eye—a lucky bracelet symbolizing wealth, locking in good fortune, prosperity, and growth. Blue beaded friendship jewelry protective bracelet, an encouragement gift.",,1548.0,14800.0,9025.0,77400.0,10.0,,KROAFA,手环与手链,,,347.4,products_sales_us.csv
454,"Holylegend 14K Real Gold-Plated Milano Rope Chain Necklace for Men, Affordable Trendy Gold Plated Necklace with Multi-Angle Reflective Shine, Gift for Fashion Lovers,Father's Day Gift",,1546.0,42200.0,7505.0,196400.0,12.0,,Holylegend Jewelry USA,项链,,,20.59,products_sales_us.csv
455,"Unisex Oval Flat-Top Non-Prescription Eyeglasses, Lightweight PC Frame, AC Lens, Fashion Accessory,summer outifit,travel essentials",10.65,1545.0,18500.0,21900.0,245400.0,15.0,,A.June's Shop,镜框与镜片,,,38.94,products_sales_us.csv
456,"925 Sterling Silver Rose Gold Plated Celtic Knot Ring Anillo Nudo de Bruja Plata Original Witch Knot Jewelry, Cubic Zirconia Decorated S925 Witches Knot Ring, Witchtok Witch Jewerly Pagan Jewelry for Devotion for Protection Gift for Her,Mother's day Gift",18.98,1542.0,32800.0,19800.0,444200.0,10.0,,Vinci Jewelry,戒指,,,231.61,products_sales_us.csv
457,EVRY JEWELS Gold or Silver Plated Stainless Steel Women's Hypoallergenic Cross Necklaces,8.99,1540.0,14900.0,32000.0,258400.0,15.0,,EvryJewels,项链,,,658.62,products_sales_us.csv
458,"Stainless Steel 18k Plated Y-Shape Necklace, Heart Pendant Pearl Chain, Fashion Elegant Versatile Jewelry for Daily Wear, Heart Shaped Pendant, Pendant Necklaces",1.1,1538.0,2680.76,10100.0,28100.0,8.0,,Gem Tech,项链,,,355.03,products_sales_us.csv
459,Dearmay 5 Pairs Hoop Earring Sets for Women 14K Gold Plated Earring Stacks Small Earrings Hypoallergenic Waterproof Multiple Cartilage Earring Jewelry Gifts for Girls,,1535.0,22100.0,17100.0,237500.0,12.0,,Dearmay,耳环,,,43.86,products_sales_us.csv
460,"SUPKLEY Unisex Large Frame Sports Outdoor Sunglasses, Sporty Sunglasses, Sports Eyewear, Summer Sports Glasses, with TAC One-Piece Anti-Glare Lens, Multi-Colored Frames, Perfect for Street Photography & Outdoor Sports, Fashion Accessory, Gift Choice",12.39,1526.0,25500.0,3667.0,50600.0,8.0,,SUPKLEY PRO,太阳镜,,,435.44,products_sales_us.csv
461,"Men's 2-Piece Buckleless Elastic Waist Belt, Casual Hook-and-Loop Closure Belts for Adjustable Fit, Men's Accessories Elastic Waist Band, Accessories Adults, Guys Gifts, Gifts For Him, Mens Gifts",9.9,1524.0,17100.0,6660.0,98900.0,14.0,,LDK Tool,皮带,,,-29.48,products_sales_us.csv
462,Lyrasses Black Photochromic Square Glasses Anti-Blue Light & Photochromic Unisex Fashion Frames Big Head Friendly Perfect for Beach Business Party Trendy Daily Accessory Ideal Gift Idea No-Makeup Essential Anti Eyestrain Eyewear,,1520.0,14300.0,12400.0,116600.0,7.0,,Lyrasses,镜框与镜片,,,33.8,products_sales_us.csv
463,"VORTENEA Satin-Lined Skull Cap with Embroidered Cross - Machine Washable, Prevents Frizz, Retains Moisture, Comfortable Fit",,1520.0,41300.0,7574.0,196500.0,12.5,,Vortenea,帽子,,,286.77,products_sales_us.csv
464,"18G Stainless Steel Nose Ring, 8mm Horseshoe Hoop with 3mm Cubic Zirconia, Threaded Nose Piercing for Women, Ball Holder Included - Casual Everyday Wear, Womens Gifts, Threaded Fit, Female, Ball Holder Accessory, Free Auxiliary Tool Ball Holder",,1517.0,15100.0,8753.0,84700.0,12.0,,MULKUL Fashion,身体饰品,,,147.07,products_sales_us.csv
465,"【Men Gifts】Cross Necklace for Men, Silver Tone/Gold Plated Mens Cross Necklaces with 3.5mm Cuban Chain 16-26 Inch",,1515.0,11500.0,21000.0,209800.0,10.0,,Bijou B1iss,项链,,,84.31,products_sales_us.csv
466,DIFF Cameron Oversized Polarized Navigator Sunglasses for Men and Women,,1515.0,114200.0,6116.0,459700.0,10.0,,DIFF EYEWEAR,太阳镜,,,-29.34,products_sales_us.csv
467,Bling Hair Human Hair Body Wave Crochet Braids Extensions Knotless Pre-Separated Miracle Knots Crochet Hair Lightweight Soft Natural Look Protective Style Boho Braids Vacation Hair Summer Hair 50g/Pack#SummerWins #DealsForYouDays,,1510.0,33500.0,4222.0,94000.0,5.0,,Bling Hair VIP Store,发带发箍,,,-31.49,products_sales_us.csv
468,"EC 50g Fluffy Hair Topper for Women with Thinning Hair | 14in Free Parting Straight Natural-Looking Hairpiece with 3 Anti-Slip Clips | Hand-Knotted Breathable Lace Base | Full Crown Coverage, Gray Root Coverage & Instant Volume",,1510.0,47100.0,1590.0,50100.0,15.0,,EC Wigs Shop,化纤接发&发片,,,11515.38,products_sales_us.csv
469,"The MULA S925 silver-plated firefly ring, with its elegant and luxurious fluorescent design, is the perfect gift for girls, ladies, and nature lovers. (Zircon-set nature-inspired ring)",11.95,1506.0,18500.0,10800.0,115900.0,10.0,,MULA Fashion Jewerly,戒指,,,185.23,products_sales_us.csv
470,"Lace Wig Grip Cap for Women,Glueless Wig 4x5 Lace Reusable Wig Cap for Lace Front Wigs to Keep Wigs in Place,Adjustable Wig Cap with Grip Band Non Slip Cap#tiktokshopbacktoschoo#SummerWinsl",,1505.0,16700.0,13700.0,131000.0,20.0,,SZ General merchandise Co Ltd,接发与假发配件,,,136.26,products_sales_us.csv
471,"Obsidian & Black Tourmaline Bracelet - Manifestation & Protection Prosperity Crystal Beads Jewelry for Men & Women, Christmas Gift, Gifts for Mother's Day, Valentine's, Birthday, Anniversary, Black Grounding Stone Beaded Bracelet backtoschool",,1504.0,11200.0,12100.0,76700.0,1.0,,Charmed Matrix,手环与手链,,,42.56,products_sales_us.csv
472,"Women's Glitter Decor Scarf, Elegant Scarf for Daily Wear, Casual Trendy Scarf for Women, Trendy All-match & Exquisite Scarf for Birthday Gift, Scarf for Hair",,1503.0,7537.05,25300.0,174200.0,8.0,,LMLAVEN Apparel Accessories,围巾&围脖,,,17.15,products_sales_us.csv
473,NOT FOR SALE - STERLY Wig Cap (Random Color),49.9,1500.0,82900.0,5297.0,226400.0,1.0,,Sterly Hair Shop,发带发箍,,,164.55,products_sales_us.csv
474,"【summerwins】Women's Luxury Gold Tone Analog Watch - Modern Fashionable Wristwatch with Simple Scale Square Dial, Gold Plated, Self-Size Adjuster, Gift Box, High Quality Watch for Mom, High Quality Watches",,1499.0,25600.0,11400.0,190000.0,10.0,,New Pioneers Shop,女表,,,23.48,products_sales_us.csv
475,"Women's Floral Print Long Robe Dress & Scarf Set, Boho Casual Shawl Dress & Scarf Set for Beach Vacation Holiday, Ladies Clothes for All Seasons",10.87,1496.0,20200.0,61100.0,754200.0,8.0,,IROJEFF,围巾&围脖,,,81.33,products_sales_us.csv
476,"ShineThru Men's 6-Pair Metal Rimless Sleek Rectangular Trendy Sunglasses - PC Gradient Lenses, UV-Protection Lens, Stylish Glasses, Unisex Men's Accessories for Daily Commuting, Outdoor Activities",16.3,1493.0,27900.0,15900.0,279300.0,13.0,,ShineThru,太阳镜,,,-8.07,products_sales_us.csv
477,"Holylegend 14K Real Gold-Plated Royal Monaco Cuban Necklace,Hypoallergenic Gold Plated Cuban Link Chain, Italian Jewelry for Men & Women, Gift for Fashion Lovers,Father's Day Gift",,1493.0,47300.0,7221.0,244000.0,12.0,,Holylegend Jewelry USA,项链,,,275.13,products_sales_us.csv
478,"Vintage Silver-Tone Witchy Symbolic Bracelet - Pagan-Inspired Lightweight Costume Jewelry with Moon, Sun, Tree of Life, Owl, Pentagram, Feather Charms - Celestial Gothic Boho Halloween Gift for Alternative Style, Adjustable, Daily Wear",9.69,1491.0,16600.0,1510.0,16800.0,15.5,,Jadeglow Lane,手环与手链,,,,products_sales_us.csv
479,"Men's Watch Set, Creative Snake Head Blue Light Glass, Rotary Steel Band Watch + Pixiu Bead Bracelet, 2pcs/set, All Seasons",,1488.0,14300.0,5534.0,53800.0,8.0,,Jusmi Watch,男表,,,500.0,products_sales_us.csv
480,"Magnetic Ear Clips for Unpierced Ears, Non Pierced Earrings, Zirconium Stone Jewelry, Punk Style, All-Seasons Accessory, Comfortable Material, Unisex Design",1.33,1487.0,2498.4,1540.0,2586.1,8.0,,SHU trend Jewelry,耳环,,,2815.69,products_sales_us.csv
481,"Classic Style Reading Glasses for Men and Women, Lightweight Metal Frame, Ideal for Reading and Craft Work",12.89,1486.0,15200.0,1488.0,15200.0,1.0,,hat house shop,镜框与镜片,,,74200.0,products_sales_us.csv
482,"9pcs Nose Ring Jewelry Shape Nose Ring Copper Non Piercing Nose Rings, U Shape Star Love Crown Nose Clip with Zirconia shape nose nose ring nose ring Punk Rhinestone Clip-On Gold gold nose protection bracelet cross septum Stainless Steel Charm summerwi",8.9,1484.0,14700.0,21900.0,216400.0,15.0,,Arpurraina,身体饰品,,,17.78,products_sales_us.csv
483,Scrunchies Fluffy Bobbles Hair Elastic Ponytail Holder Soft for Women Girls 10 Random Colors Free Gift,29.99,1480.0,49100.0,9578.0,319900.0,3.0,,QinMei Hair Fashion,头绳,,,40.82,products_sales_us.csv
484,"2-Piece Leopard Print Shawl Set, Elegant Fitted Cape and Headscarf, Sun Protection Scarf for Beach, Swim Cover Up, All-Season Fashion Accessory",10.69,1478.0,19100.0,1750.0,21900.0,8.0,,IROJEFF,围巾&围脖,,,3337.21,products_sales_us.csv
485,"Boys&Hood 8A High Quality Honeycomb Diamond Grillz, Hiphop Streetwear Teeth-Dental Accessory, Men's Funky Unique Costume Body Jewelry Set, Teeth Accessory, Funky Unique Accessories",19.99,1474.0,32200.0,4191.0,90300.0,12.0,,Boys Hood,身体饰品,,,269.42,products_sales_us.csv
486,Cephemer Wispy Bangs Clip in Hair Extensions Lightweight Air Bangs Synthetic Fiber Hairpieces for Women Easy to Wear All Day Comfort for Daily Party,,1468.0,16900.0,9453.0,102800.0,10.0,,Cephermer,化纤接发&发片,,,406.21,products_sales_us.csv
487,CASSIECA 11pairs Flat Back Earrings Stack for Women Cartilage Earrings Stacks-20G Surgical Stainless Steel Flatback Hypoallergenic Stud Hoop Earring Set Daith Conch Tragus Helix Piercing Jewelry Summervibes,15.0,1466.0,25400.0,4453.0,75400.0,10.0,,CASSIECA,耳环,,,388.67,products_sales_us.csv
488,"18k Gold Constellation Necklace & Pendant - Gold Necklace for Women & Men, Tarnish & Water Resistant, Birthday Gifts for Women & Menwelry",,1464.0,8349.93,2049.0,12700.0,10.0,,VOLDNE,项链,,,5756.0,products_sales_us.csv
489,"Moomoo Women's 2 Piece Sets, Bohemian Peacock & Plants Satin Cape Robe with Scarf, Plus Size Friendly Maxi Cover Up for Resort, Hand Wash, Bathing Suit, Beach Wear, Bathing Suit Cover, Silky, Bikini Coverup, Moo Moo For Women, Stylish Women's Wear",,1461.0,15700.0,3879.0,43700.0,10.0,,Laruda-oula,围巾&围脖,,,8016.67,products_sales_us.csv
